"Collection Name","Content Note","Title#1","Title Type#1","Name#1","Name Role Term Text#1","Name URI#1","Name#2","Name Role Term Text#2","Name URI#2","Name#3","Name Role Term Text#3","Name URI#3","Name#4","Name Role Term Text#4","Name URI#4","Name#5","Name Role Term Text#5","Name URI#5","Name#6","Name Role Term Text#6","Name URI#6","Name#7","Name URI#7","Name#8","Name URI#8","Name#9","Name URI#9","Resource Type#1","Resource Type URI#1","Genre#1","Genre URI#1","Genre#2","Genre URI#2","Place Created#1","Publisher#1","Date Issued#1","Date Created#1","Publisher#2","Date Issued#2","Language Term#1","Language Term URI#1","Language Term Type#1","Form#1","Form URI#1","Extent#1","Abstract#1","Table of Contents#1","Note#1","Subject Topic#1","Subject Topic URI#1","Subject Topic#2","Subject Topic URI#2","Subject Topic#3","Subject Topic URI#3","Subject Topic#4","Subject Topic URI#4","Subject Topic#5","Subject Topic URI#5","Subject Topic#6","Subject Topic URI#6","Subject Name#1","Subject Name URI#1","Subject Name#10","Subject Name URI#10","Subject Name#11","Subject Name URI#11","Subject Name#12","Subject Name URI#12","Subject Name#13","Subject Name URI#13","Subject Name#14","Subject Name URI#14","Subject Name#15","Subject Name URI#15","Subject Name#2","Subject Name URI#2","Subject Name#3","Subject Name URI#3","Subject Name#4","Subject Name URI#4","Subject Name#5","Subject Name URI#5","Subject Name#6","Subject Name URI#6","Subject Name#7","Subject Name URI#7","Subject Name#8","Subject Name URI#8","Subject Name#9","Subject Name URI#9","Subject Geographic#1","Subject Geographic URI#1","Subject Geographic#2","Subject Geographic URI#2","Subject Geographic#3","Subject Geographic URI#3","Subject Temporal#1","Subject Temporal URI#1","Subject Title#1","Subject Title URI#1","Subject Title#2","Subject Title URI#2","Identifier#1","Identifier ARK#1","Physical Location#1","Shelf Locator#1","Date Captured#1","Internet Media Type#1","Internet Media Type URI#1","Digital Origin#1","Access Condition#1","Access Condition URI#1","ln_RECORDID","ln_MEDIAID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME"
"Boulder Gay Liberation Collection","","A letter from Stanley Hohnholz about coming out and joining the Boulder Gay Liberation Front","Devised","Hohnholz, Stan","author","http://id.loc.gov/authorities/names/no2023067290","","","","","","","","","","","","","","","","","","","","","","Manuscript","http://id.loc.gov/vocabulary/resourceTypes/man","Autobiographies","http://id.loc.gov/authorities/genreForms/gf2014026047","","","","","","Undated","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","drafts (documents)","http://vocab.getty.edu/page/aat/300026931","2 unnumbered pages","A handwritten document briefly describing an anonymous person's experience coming out and then getting involved with the Boulder Gay Liberation Front.","","","Coming out","https://homosaurus.org/v3/homoit0000295","LGBTQ+ clubs","https://homosaurus.org/v3/homoit0000836","LGBTQ+ movement","https://homosaurus.org/v3/homoit0001026","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","narv_BGL_COU193_01_17_03.pdf","https://ark.colorado.edu/ark:/47540/85171h2484qs","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 1 | folder 17","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","126","1254352","5343","narv_BGL_COU193_01_17_03.pdf"
"Boulder Gay Liberation Collection","","Letters to the editor column from Gay Community News","Devised","","","","","","","","","","","","","","","","","","","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","newspaper columns","http://vocab.getty.edu/page/aat/300026441","","","Boston (Mass.)","Gay Community News","1975-06-07","","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","Clippings","http://id.loc.gov/authorities/genreForms/gf2024026055","1 unnumbered page","A newspaper clipping of a letter written to the editors of the Gay Community News (GCN). The writer, Kay Sera, asks what happened to ""good gay music"" and continues to talk about their experience at bars listening to music.","","The University of Colorado Boulder Libraries make the best effort to adhere to all known copyright and rights of privacy, publicity, or trademark of our materials. However, this collection contains items where the rights are unclear (e.g., when we encounter copyright information that, relative to the work in hand, is ambiguous or contradictory). We are eager to hear from any rights owners so that we may obtain the most accurate information, and update our records and online holdings. Parties who have additional information about the item(s), or who wish to contest the use of the item(s), may contact rad@colorado.edu. Please include a description of the item(s) and the reason why we should remove it from our digital library. We will review the request and make a determination.","Letters to the editor","http://id.worldcat.org/fast/996798","Popular music","http://id.worldcat.org/fast/1071422","Songs and music","http://id.worldcat.org/fast/1985328","","","","","","","Meetinghouse","local","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","narv_BGL_COU193_01_04_13.pdf","https://ark.colorado.edu/ark:/47540/311n2439p2r0","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 1 | folder 4","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","26","1254124","5343","narv_BGL_COU193_01_04_13.pdf"
"Boulder Gay Liberation Collection","","Letters to the editor column from the Rocky Mountain News","Devised","","","","","","","","","","","","","","","","","","","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","newspaper columns","http://vocab.getty.edu/page/aat/300026441","","","Denver (Colo.)","Rocky Mountain news","Undated","","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","Clippings","http://id.loc.gov/authorities/genreForms/gf2024026055","1 unnumbered page","A newspaper clipping of two letters written to the editors of the Rocky Mountain News. The first letter is written by a divorced, gay father and their concern for their right to continue to parent their child, as well as their support for the Equal Rights Amendment (ERA). The second letter addresses women's right regarding working and social security in relation to the ERA.","","The University of Colorado Boulder Libraries make the best effort to adhere to all known copyright and rights of privacy, publicity, or trademark of our materials. However, this collection contains items where the rights are unclear (e.g., when we encounter copyright information that, relative to the work in hand, is ambiguous or contradictory). We are eager to hear from any rights owners so that we may obtain the most accurate information, and update our records and online holdings. Parties who have additional information about the item(s), or who wish to contest the use of the item(s), may contact rad@colorado.edu. Please include a description of the item(s) and the reason why we should remove it from our digital library. We will review the request and make a determination.","Letters to the editor","http://id.worldcat.org/fast/996798","Equal rights amendments","http://id.worldcat.org/fast/914449","Parental rights","https://homosaurus.org/v3/homoit0001074","Women's rights","http://id.worldcat.org/fast/1178818","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","narv_BGL_COU193_01_04_11.pdf","https://ark.colorado.edu/ark:/47540/qt5g6687d625","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 1 | folder 4","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","24","1254128","5343","narv_BGL_COU193_01_04_11.pdf"
"Boulder Gay Liberation Collection","","Miscellaneous newspaper clippings about LGBTQ+ events","Devised","Boodman, Sandra G.","author","local","Sanchez, Carlos","author","local","Murphy, Caryle","author","local","Jenkins, Kent, Jr.","author","local","","","","","","","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","newspaper columns","http://vocab.getty.edu/page/aat/300026441","articles","http://vocab.getty.edu/page/aat/300048715","","","1987-10-12","","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","Clippings","http://id.loc.gov/authorities/genreForms/gf2024026055","3 unnumbered pages","Various newspaper clippings reporting LGBTQ+ events. The first page in this document is the front page to Village Voice and depicts a picture of people holding up their hands at a gay march. The second and third pages of this document are from the Washington Post and report a crowd dedicating a large quilt to AIDS victims.","","The University of Colorado Boulder Libraries make the best effort to adhere to all known copyright and rights of privacy, publicity, or trademark of our materials. However, this collection contains items where the rights are unclear (e.g., when we encounter copyright information that, relative to the work in hand, is ambiguous or contradictory). We are eager to hear from any rights owners so that we may obtain the most accurate information, and update our records and online holdings. Parties who have additional information about the item(s), or who wish to contest the use of the item(s), may contact rad@colorado.edu. Please include a description of the item(s) and the reason why we should remove it from our digital library. We will review the request and make a determination.","AIDS memorial quilts","https://homosaurus.org/v3/homoit0000028","AIDS death and dying","https://homosaurus.org/v3/homoit0002258","LGBTQ+ demonstrations","https://homosaurus.org/v3/homoit0000851","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","National Mall (District of Columbia, United States, North America) (park)","http://vocab.getty.edu/page/tgn/7015727","","","","","","","","","","","narv_BGL_COU193_01_12_01.pdf","https://ark.colorado.edu/ark:/47540/3k405663x944","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 1 | folder 12","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","61","1254226","5343","narv_BGL_COU193_01_12_01.pdf"
"Boulder Gay Liberation Collection","","Miscellaneous newspaper clippings about LGBTQ+ rights","Devised","Van Buren, Abigail, 1918-2013","author","http://id.loc.gov/authorities/names/n81103052","","","","","","","","","","","","","","","","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","newspaper columns","http://vocab.getty.edu/page/aat/300026441","articles","http://vocab.getty.edu/page/aat/300048715","","","Undated","","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","Clippings","http://id.loc.gov/authorities/genreForms/gf2024026055","23 unnumbered pages","A PDF containing newspaper clippings from unknown newspapers about LGBTQ+ rights and related issues.","","The University of Colorado Boulder Libraries make the best effort to adhere to all known copyright and rights of privacy, publicity, or trademark of our materials. However, this collection contains items where the rights are unclear (e.g., when we encounter copyright information that, relative to the work in hand, is ambiguous or contradictory). We are eager to hear from any rights owners so that we may obtain the most accurate information, and update our records and online holdings. Parties who have additional information about the item(s), or who wish to contest the use of the item(s), may contact rad@colorado.edu. Please include a description of the item(s) and the reason why we should remove it from our digital library. We will review the request and make a determination.","LGBTQ+ civil rights","https://homosaurus.org/v3/homoit0000276","Advice columns","http://id.worldcat.org/fast/797973","Physical health care for LGBTQ+ people","https://homosaurus.org/v3/homoit0001113","LGBTQ+ religious people","https://homosaurus.org/v3/homoit0000928","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","narv_BGL_COU193_01_08_04.pdf","https://ark.colorado.edu/ark:/47540/v15c6775q7mb","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 1 | folder 8","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","42","1254178","5343","narv_BGL_COU193_01_08_04.pdf"
"Boulder Gay Liberation Collection","","Miscellaneous newspaper clippings about LGBTQ+ rights","Devised","","","","","","","","","","","","","","","","","","","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","newspaper columns","http://vocab.getty.edu/page/aat/300026441","articles","http://vocab.getty.edu/page/aat/300048715","","","[1979]","","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","Clippings","http://id.loc.gov/authorities/genreForms/gf2024026055","24 unnumbered pages","A PDF containing separate newspaper clippings about LGBTQ+ rights from various, unknown newspapers.","","The University of Colorado Boulder Libraries make the best effort to adhere to all known copyright and rights of privacy, publicity, or trademark of our materials. However, this collection contains items where the rights are unclear (e.g., when we encounter copyright information that, relative to the work in hand, is ambiguous or contradictory). We are eager to hear from any rights owners so that we may obtain the most accurate information, and update our records and online holdings. Parties who have additional information about the item(s), or who wish to contest the use of the item(s), may contact rad@colorado.edu. Please include a description of the item(s) and the reason why we should remove it from our digital library. We will review the request and make a determination.","LGBTQ+ civil rights","https://homosaurus.org/v3/homoit0000276","Sexual assault","https://homosaurus.org/v3/homoit0001285","LGBTQ+ highschool students","local","LGBTQ+ discrimination","https://homosaurus.org/v3/homoit0000356","School vandalism","http://id.worldcat.org/fast/1107887","Parental rights","https://homosaurus.org/v3/homoit0001074","Boulder Gay Liberation Front","local","","","","","","","","","","","","","Mueller, Carol","local","Centaurus High School (Boulder, Colorado)","local","","","","","","","","","","","","","","","","","","","","","","","","","narv_BGL_COU193_01_09_07.pdf","https://ark.colorado.edu/ark:/47540/ng9z312642vr","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 1 | folder 9","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","51","1254198","5343","narv_BGL_COU193_01_09_07.pdf"
"Boulder Gay Liberation Collection","","Miscellaneous newspaper clippings about LGBTQ+ rights","Devised","Maher, Charles","author","local","Murphy, Tom","author","local","","","","","","","","","","","","","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","articles","http://vocab.getty.edu/page/aat/300048715","","","","","[1970s]","","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","Clippings","http://id.loc.gov/authorities/genreForms/gf2024026055","3 unnumbered pages","A compilation of two newspaper clippings about LGBTQ+ rights and related issues. The first article is from the Los Angeles Times titled, ""Wed in Boulder in 1975: Gays Defend 'Marriage'"" and reports on the constitutional right of a same sex married couple to be treated as a married couple for immigration status purposes. The second article is from the Associated Press titled ""Gay Singers Tour"" and reports about the San Francisco Gay Men's Chorus.","","The University of Colorado Boulder Libraries make the best effort to adhere to all known copyright and rights of privacy, publicity, or trademark of our materials. However, this collection contains items where the rights are unclear (e.g., when we encounter copyright information that, relative to the work in hand, is ambiguous or contradictory). We are eager to hear from any rights owners so that we may obtain the most accurate information, and update our records and online holdings. Parties who have additional information about the item(s), or who wish to contest the use of the item(s), may contact rad@colorado.edu. Please include a description of the item(s) and the reason why we should remove it from our digital library. We will review the request and make a determination.","Same-sex marriage","https://homosaurus.org/v3/homoit0000504","LGBTQ+ civil rights","https://homosaurus.org/v3/homoit0000276","LGBTQ+ immigration rights","https://homosaurus.org/v3/homoit0000883","Gay choruses","https://homosaurus.org/v3/homoit0000482","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","San Francisco (California, United States, North America) (populated place)","GNIS: 277593","Hollywood (Los Angeles, California, United States, North America) (populated place)","GNIS: 1660757","Boulder (Boulder, Colorado, United States, North America) (populated place)","GNIS: 178680","","","","","","","narv_BGL_COU193_01_10_05.pdf","https://ark.colorado.edu/ark:/47540/p41k6d89j573","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 1 | folder 10","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","56","1254202","5343","narv_BGL_COU193_01_10_05.pdf"
"Boulder Gay Liberation Collection","","Miscellaneous newspaper clippings about the Gay Liberation movement","Devised","Goldfarb, Lyn","author","local","Waller, Susan","author","local","Rashkind, Lynn","author","local","Lange, Timothy","author","local","Alsbury, Ray","author","local","Fischer, June","author","local","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","newspaper columns","http://vocab.getty.edu/page/aat/300026441","editorials","http://vocab.getty.edu/page/aat/300026284","","","[1970s]","","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","Clippings","http://id.loc.gov/authorities/genreForms/gf2024026055","7 unnumbered pages","A compilation of various newspaper clippings addressing the needs of the newly organized Gay Liberation Front in Boulder, Colorado. Unnumbered page 5 is a response to a separate newspaper article reporting the closure of a checking account for the Boulder Gay Liberation Front at Boulder's National State Bank.","","The University of Colorado Boulder Libraries make the best effort to adhere to all known copyright and rights of privacy, publicity, or trademark of our materials. However, this collection contains items where the rights are unclear (e.g., when we encounter copyright information that, relative to the work in hand, is ambiguous or contradictory). We are eager to hear from any rights owners so that we may obtain the most accurate information, and update our records and online holdings. Parties who have additional information about the item(s), or who wish to contest the use of the item(s), may contact rad@colorado.edu. Please include a description of the item(s) and the reason why we should remove it from our digital library. We will review the request and make a determination.","Student movements","http://id.worldcat.org/fast/1135954","Gay liberation movement","http://id.worldcat.org/fast/939104","LGBTQ+ discrimination","https://homosaurus.org/v3/homoit0000356","Banks and banking","http://id.worldcat.org/fast/826867","","","","","Boulder Gay Liberation Front","local","","","","","","","","","","","","","National State Bank (Boulder, Colorado)","local","","","","","","","","","","","","","","","","","","","","","","","","","","","narv_BGL_COU193_01_02_02.pdf","https://ark.colorado.edu/ark:/47540/r8566n28k8cc","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 1 | folder 2","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","","1","1254100","5343","narv_BGL_COU193_01_02_02.pdf"
"Boulder Gay Liberation Collection","","Miscellaneous newspaper clippings about the Gay Liberation movement","Devised","Van Buren, Abigail, 1918-2013","author","http://id.loc.gov/authorities/names/n81103052","Gallup, George, 1901-1984","","http://id.loc.gov/authorities/names/n79045426","","","","","","","","","","","","","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","newspaper columns","http://vocab.getty.edu/page/aat/300026441","articles","http://vocab.getty.edu/page/aat/300048715","","","1977","","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","Clippings","http://id.loc.gov/authorities/genreForms/gf2024026055","11 unnumbered pages","A PDF containing separate newspaper clippings about LGBTQ+ rights from various newspapers such as Gallup and the Chicago Tribune.","","The University of Colorado Boulder Libraries make the best effort to adhere to all known copyright and rights of privacy, publicity, or trademark of our materials. However, this collection contains items where the rights are unclear (e.g., when we encounter copyright information that, relative to the work in hand, is ambiguous or contradictory). We are eager to hear from any rights owners so that we may obtain the most accurate information, and update our records and online holdings. Parties who have additional information about the item(s), or who wish to contest the use of the item(s), may contact rad@colorado.edu. Please include a description of the item(s) and the reason why we should remove it from our digital library. We will review the request and make a determination.","LGBTQ+ civil rights","https://homosaurus.org/v3/homoit0000276","LGBTQ+ discrimination","https://homosaurus.org/v3/homoit0000356","Public opinion polls","http://id.worldcat.org/fast/1082803","Advice columns","http://id.worldcat.org/fast/797973","","","","","Bryant, Anita, 1940-2024","http://id.loc.gov/authorities/names/n50041110","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","narv_BGL_COU193_01_07_04.pdf","https://ark.colorado.edu/ark:/47540/54409g48p4v9","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 1 | folder 7","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","36","1254166","5343","narv_BGL_COU193_01_07_04.pdf"
"Boulder Gay Liberation Collection","","Miscellaneous newspaper clippings about the opposition of the sexual preference amendment, Ordinance No. 3975","Devised","Concerned Citizens for Human Rights","author","local","The Boulder Committee for Individual Freedom","author","local","","","","","","","","","","","","","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","newspaper columns","http://vocab.getty.edu/page/aat/300026441","articles","http://vocab.getty.edu/page/aat/300048715","","","1974","","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","Clippings","http://id.loc.gov/authorities/genreForms/gf2024026055","6 unnumbered pages","A compilation of various newspaper clippings largely petitioning against the sexual preference amendment. The last article reports the closing of The Sink bar.","","The University of Colorado Boulder Libraries make the best effort to adhere to all known copyright and rights of privacy, publicity, or trademark of our materials. However, this collection contains items where the rights are unclear (e.g., when we encounter copyright information that, relative to the work in hand, is ambiguous or contradictory). We are eager to hear from any rights owners so that we may obtain the most accurate information, and update our records and online holdings. Parties who have additional information about the item(s), or who wish to contest the use of the item(s), may contact rad@colorado.edu. Please include a description of the item(s) and the reason why we should remove it from our digital library. We will review the request and make a determination.","Ordinances, Municipal","http://id.worldcat.org/fast/1047406","LGBTQ+ discrimination","https://homosaurus.org/v3/homoit0000356","Discrimination--Law and legislation","http://id.worldcat.org/fast/894991","Bars (Drinking establishments)","http://id.worldcat.org/fast/827779","","","","","The Sink (Boulder, Colorado)","local","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","narv_BGL_COU193_01_03_09.pdf","https://ark.colorado.edu/ark:/47540/vx219m2279f2","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 1 | folder 3","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","13","1254122","5343","narv_BGL_COU193_01_03_09.pdf"
"Boulder Gay Liberation Collection","","Miscellaneous newspaper clippings about various LGBTQ+ rights issues","Devised","","","","","","","","","","","","","","","","","","","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","newspaper columns","http://vocab.getty.edu/page/aat/300026441","articles","http://vocab.getty.edu/page/aat/300048715","","","[1970s]","","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","Clippings","http://id.loc.gov/authorities/genreForms/gf2024026055","10 unnumbered pages","A compilation of various newspaper clippings. A few of the articles discuss confrontations between different LGBTQ+ advocate groups and businesses or events. Other articles report about legislation regarding marriage for same-sex couples.","","The University of Colorado Boulder Libraries make the best effort to adhere to all known copyright and rights of privacy, publicity, or trademark of our materials. However, this collection contains items where the rights are unclear (e.g., when we encounter copyright information that, relative to the work in hand, is ambiguous or contradictory). We are eager to hear from any rights owners so that we may obtain the most accurate information, and update our records and online holdings. Parties who have additional information about the item(s), or who wish to contest the use of the item(s), may contact rad@colorado.edu. Please include a description of the item(s) and the reason why we should remove it from our digital library. We will review the request and make a determination.","Marriage law","http://id.worldcat.org/fast/1010611","Same-sex marriage","https://homosaurus.org/v3/homoit0000504","LGBTQ+ discrimination","https://homosaurus.org/v3/homoit0000356","","","","","","","Boulder Gay Liberation Front","local","","","","","","","","","","","","","Bryant, Anita","http://id.loc.gov/authorities/names/n50041110","Boulder Sheraton Inn","local","","","","","","","","","","","","","Texas (United States, North America) (state)","http://vocab.getty.edu/page/tgn/7007826","","","","","","","State Bar of Texas convention","local","","","narv_BGL_COU193_01_04_04.pdf","https://ark.colorado.edu/ark:/47540/zf0x6h3208p8","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 1 | folder 4","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","17","1254142","5343","narv_BGL_COU193_01_04_04.pdf"
"Boulder Gay Liberation Collection","","Newspaper article from The Denver Post about gender affirmation surgery in Trinidad","Devised","","","","","","","","","","","","","","","","","","","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","articles","http://vocab.getty.edu/page/aat/300048715","","","Denver (Colo.)","The Denver Post","1976-04-18","","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","Clippings","http://id.loc.gov/authorities/genreForms/gf2024026055","2 unnumbered pages","A newspaper article from The Denver Post titled, ""Trinidad Is Sex-Change Surgery 'Capital'"". The article continues on page 4 to talk about the patients and procedures undertaken in Trinidad.","","The University of Colorado Boulder Libraries make the best effort to adhere to all known copyright and rights of privacy, publicity, or trademark of our materials. However, this collection contains items where the rights are unclear (e.g., when we encounter copyright information that, relative to the work in hand, is ambiguous or contradictory). We are eager to hear from any rights owners so that we may obtain the most accurate information, and update our records and online holdings. Parties who have additional information about the item(s), or who wish to contest the use of the item(s), may contact rad@colorado.edu. Please include a description of the item(s) and the reason why we should remove it from our digital library. We will review the request and make a determination.","Gender affirming surgery","https://homosaurus.org/v3/homoit0000561","Transgender people","https://homosaurus.org/v3/homoit0001378","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Trinidad (Las Animas, Colorado, United States, North America) (inhabited place)","http://vocab.getty.edu/page/tgn/2016425","","","","","","","","","","","narv_BGL_COU193_01_04_03.pdf","https://ark.colorado.edu/ark:/47540/bt3v3r13s0db","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 1 | folder 4","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","16","1254144","5343","narv_BGL_COU193_01_04_03.pdf"
"Boulder Gay Liberation Collection","","Newspaper article titled, ""CU psychologist 'comes out'"" from the CU Working Press","Devised","Martin, Michelle","author","local","","","","","","","","","","","","","","","","","","","","","","Text","http://id.loc.gov/vocabulary/resourceTypes/txt","articles","http://vocab.getty.edu/page/aat/300048715","","","Boulder (Colo.)","CU Working Press","1979-11-16","","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","Clippings","http://id.loc.gov/authorities/genreForms/gf2024026055","2 unnumbered pages","A newspaper article titled, ""CU psychologist 'comes out'"" from the CU Boulder student newspaper called, CU Working Press, currently called the CU Independent.","","","Gay teachers","https://homosaurus.org/v3/homoit0003252","Coming out","https://homosaurus.org/v3/homoit0000295","","","","","","","","","Johnson, Don","local","","","","","","","","","","","","","University of Colorado Boulder","http://id.loc.gov/authorities/names/n81059815","","","","","","","","","","","","","","","","","","","","","","","","","","","narv_BGL_COU193_01_09_05.pdf","https://ark.colorado.edu/ark:/47540/46551f21h1xv","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 1 | folder 9","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","49","1254188","5343","narv_BGL_COU193_01_09_05.pdf"
